Id,Title,Type,Release_Year,Genres,Production_Countries,IMDB_Score,IMDB_Popularity
tm362098,TheKindergartenTeacher,MOVIE,2018,Drama,US,6.7,15.809
ts80856,ChillingAdventuresofSabrina,SHOW,2018,Thriller,US,7.4,80.61
tm414220,LittleItaly,MOVIE,2018,Romance,CA,5.7,15.703
tm299677,HoldtheDark,MOVIE,2018,Thriller,US,5.6,16.591
tm244325,Mute,MOVIE,2018,Scifi,GB,5.4,15.734
tm435916,ThePerfection,MOVIE,2018,Horror,US,6.1,12.684
tm433228,RedJoan,MOVIE,2018,Thriller,GB,6.4,13.425
ts80705,EvilGenius,SHOW,2018,Documentation,US,7.5,9.635
ts78080,EverythingSucks!,SHOW,2018,Drama,US,7.5,17.251
ts80035,Nightflyers,SHOW,2018,Scifi,US,5.8,10.291
ts82560,DarkTourist,SHOW,2018,Action,NZ,7.5,6.668
tm310706,Extinction,MOVIE,2018,Scifi,US,5.8,28.029
tm422491,SpeedKills,MOVIE,2018,Thriller,US,4.2,14.407
tm435086,Level16,MOVIE,2018,Scifi,CA,6.0,69.48
ts321277,DanielSloss:LiveShows,SHOW,2018,Comedy,US,8.5,1.694
ts77398,LostinSpace,SHOW,2018,Drama,US,7.3,55.052
ts228255,CryBabiesMagicTears,SHOW,2018,Family,FR,5.2,3.304
ts80413,Busted!,SHOW,2018,Thriller,KR,7.6,15.136
tm299783,TheLawsofThermodynamics,MOVIE,2018,Comedy,ES,6.0,5.905
ts83925,BocaJuniorsConfidential,SHOW,2018,Documentation,AR,6.3,1.33
tm444043,HometownHoliday,MOVIE,2018,Comedy,CA,5.0,3.821
ts83554,InsidetheCriminalMind,SHOW,2018,Crime,US,5.4,2.304
tm416620,Quiéntecantará,MOVIE,2018,Drama,ES,6.9,6.137
ts82565,Sparta,SHOW,2018,Thriller,RU,6.6,9.31
tm417317,BhaveshJoshiSuperhero,MOVIE,2018,Action,IN,7.6,4.151
tm359150,NothingtoHide,MOVIE,2018,Drama,BE,6.8,13.897
ts79409,A.I.C.O.-Incarnation-,SHOW,2018,Animation,JP,6.3,11.039
tm358666,TheAwakeningofMottiWolkenbruch,MOVIE,2018,Comedy,DE,6.6,8.709
ts119730,LuoBaoBei,SHOW,2018,Animation,Country Unavailable,8.0,0.6
ts80600,LuisMiguel:TheSeries,SHOW,2018,Drama,MX,8.0,40.288
ts83359,100DaysMyPrince,SHOW,2018,Drama,KR,7.7,10.313
ts84484,DancingQueen,SHOW,2018,Reality,US,6.9,7.295
ts80208,Fugitiva,SHOW,2018,Drama,ES,5.6,5.727
tm463806,TheLegendofCocaineIsland,MOVIE,2018,Documentation,US,6.3,11.611
ts255677,Pucca:LoveRecipe,SHOW,2018,Animation,Country Unavailable,6.5,7.246
tm440946,ChristmaswithaView,MOVIE,2018,Romance,CA,5.1,10.989
tm408104,GregDavies:YouMagnificentBeast,MOVIE,2018,Comedy,GB,7.1,2.445
ts94470,Relatable,SHOW,2018,Comedy,Country Unavailable,6.5,0.6
tm414676,ParadiseLost,MOVIE,2018,Drama,BR,6.9,3.322
tm428073,WhenAngelsSleep,MOVIE,2018,Thriller,ES,5.5,7.521
ts83070,72DangerousAnimals:Asia,SHOW,2018,Documentation,US,6.6,10.561
tm415875,Break,MOVIE,2018,Drama,FR,5.7,9.378
ts82398,MyDeadEx,SHOW,2018,Comedy,US,7.4,4.739
ts83071,Afflicted,SHOW,2018,Documentation,BR,5.1,6.058
tm371741,Sisabencómomepongo¿Pa'quémeinvitan?,MOVIE,2018,Comedy,CO,4.5,6.095
tm428453,CitiesofLastThings,MOVIE,2018,Drama,CN,6.2,4.435
tm421335,JimJefferies:ThisIsMeNow,MOVIE,2018,Comedy,US,7.3,3.47
tm408306,SethRogen'sHilarityforCharity,MOVIE,2018,Comedy,CA,5.0,5.434
tm233485,Charming,MOVIE,2018,Comedy,US,5.6,14.649
ts84346,Falsaidentidad,SHOW,2018,Crime,US,7.0,206.288
tm328175,Budapest,MOVIE,2018,Comedy,FR,5.4,7.816
ts90880,44Cats,SHOW,2018,Action,IT,6.0,10.72
tm344173,AllIWish,MOVIE,2018,Romance,US,5.2,7.009
tm441060,ReMastered:TrickyDick&TheManinBlack,MOVIE,2018,Documentation,US,7.1,2.479
ts84772,Ingress:TheAnimation,SHOW,2018,Scifi,JP,6.5,9.173
tm370628,FredArmisen:StandupforDrummers,MOVIE,2018,Music,US,5.8,4.256
tm300027,ThiMai,MOVIE,2018,Comedy,ES,6.0,9.169
ts80030,FastestCar,SHOW,2018,Reality,US,7.1,10.509
tm406098,Battle,MOVIE,2018,Drama,NO,5.9,11.416
tm300056,HolyGoalie,MOVIE,2018,Comedy,ES,5.3,10.107
ts111582,ThePlatform,SHOW,2018,Music,ES,5.4,0.6
ts85126,TheDegenerates,SHOW,2018,Comedy,US,6.2,1.785
ts83213,TheRiseofPhoenixes,SHOW,2018,Drama,CN,8.4,8.456
tm372662,TheSkinoftheWolf,MOVIE,2018,Romance,ES,5.8,11.772
tm438994,TheHolidayCalendar,MOVIE,2018,Romance,US,5.7,11.41
tm374216,TakeYourPills,MOVIE,2018,Documentation,US,6.3,11.496
tm362074,AndBreatheNormally,MOVIE,2018,Drama,IS,6.9,5.774
ts86945,AbbyHatcher,SHOW,2018,Animation,US,5.4,4.569
ts74805,ALittleHelpwithCarolBurnett,SHOW,2018,Genre Unavailable,US,6.3,1.621
ts80042,ReBoot:TheGuardianCode,SHOW,2018,Drama,CA,3.7,4.406
ts80466,SecretAgentSelection:WW2,SHOW,2018,War,GB,7.7,2.836
ts89067,LoveandFortune,SHOW,2018,Drama,JP,7.3,4.984
ts78145,DrugLords,SHOW,2018,Documentation,US,6.8,7.122
ts77770,Fate/ExtraLastEncore,SHOW,2018,Action,JP,5.3,19.38
ts78353,Misty,SHOW,2018,Drama,KR,8.1,5.594
tm407714,IAmNotanEasyMan,MOVIE,2018,Fantasy,FR,6.3,12.706
tm432838,BlackIsBeltza,MOVIE,2018,Thriller,ES,5.8,3.958
tm427143,EdgeofFear,MOVIE,2018,Action,US,4.4,8.766
tm375007,Feminists:WhatWereTheyThinking?,MOVIE,2018,Documentation,US,6.9,7.764
tm233484,DuckDuckGoose,MOVIE,2018,Comedy,CN,5.7,12.075
tm496588,Azali,MOVIE,2018,Drama,GH,5.7,1.584
ts81886,AllAbouttheWashingtons,SHOW,2018,Comedy,US,4.5,2.02
ts81036,TheWhoWas?Show,SHOW,2018,Family,Country Unavailable,6.5,1.674
ts82875,Switched,SHOW,2018,Drama,JP,7.1,9.01
tm363878,Aiyaary,MOVIE,2018,Thriller,IN,5.2,5.373
ts85250,Kulipari:DreamWalker,SHOW,2018,Animation,US,7.6,3.908
tm411856,HariKondabolu:WarnYourRelatives,MOVIE,2018,Comedy,US,6.5,1.466
tm363003,SeeingAllred,MOVIE,2018,Documentation,US,7.2,5.877
ts112279,EmpireGames,SHOW,2018,Documentation,Country Unavailable,5.8,0.6
tm372054,TheTribe,MOVIE,2018,Comedy,ES,5.8,9.216
tm477838,Disconnect,MOVIE,2018,Romance,KE,5.3,0.651
tm440255,ThePlaguesofBreslau,MOVIE,2018,Thriller,PL,5.9,10.792
tm372917,PopeFrancis:AManofHisWord,MOVIE,2018,Documentation,IT,6.4,8.256
tm411503,CandyJar,MOVIE,2018,Comedy,US,5.8,11.51
ts84597,FIGHTWORLD,SHOW,2018,Documentation,US,7.5,3.396
tm420800,"ToEach,HerOwn",MOVIE,2018,Comedy,FR,5.4,7.382
ts78767,FirstTeam:Juventus,SHOW,2018,Scifi,IT,7.3,1.704
tm411467,DanyBoon:DesHauts-De-France,MOVIE,2018,Comedy,FR,6.2,2.024
ts79707,Edha,SHOW,2018,Drama,AR,4.9,9.754
ts78692,Rapture,SHOW,2018,Documentation,US,5.4,2.391
tm432327,C/oKancharapalem,MOVIE,2018,Drama,IN,8.9,2.145
ts84932,SuperDrags,SHOW,2018,Animation,BR,5.4,2.315
ts84038,Battlefish,SHOW,2018,Documentation,US,7.1,2.638
ts83790,TheBeautyInside,SHOW,2018,Comedy,KR,7.6,26.875
tm372061,SudanifromNigeria,MOVIE,2018,Comedy,IN,8.2,2.372
ts80057,LastHope,SHOW,2018,Drama,JP,5.8,8.604
tm445899,Struggle:TheLifeandLostArtofSzukalski,MOVIE,2018,Documentation,PL,7.9,4.796
tm437631,DerrenBrown:Sacrifice,MOVIE,2018,Documentation,US,7.1,5.197
ts82296,MyIDisGangnamBeauty,SHOW,2018,Drama,KR,7.4,30.627
ts79330,GirlsIncarcerated,SHOW,2018,Reality,GB,7.2,6.25
tm376840,EndGame,MOVIE,2018,Documentation,US,6.5,5.866
tm367473,BadSeeds,MOVIE,2018,Comedy,FR,7.3,7.032
ts83430,Smoking,SHOW,2018,Crime,JP,7.4,2.955
tm409942,Shéhérazade,MOVIE,2018,Thriller,FR,7.0,6.539
tm408890,Yucatán,MOVIE,2018,Comedy,ES,5.5,7.401
tm375729,UsandThem,MOVIE,2018,Drama,CN,7.3,7.651
tm313424,PadMan,MOVIE,2018,Drama,IN,7.9,5.173
tm426117,OnMySkin,MOVIE,2018,Drama,IT,7.3,10.341
tm372610,DerrenBrown:Miracle,MOVIE,2018,Documentation,GB,6.5,3.916
tm409456,Manto,MOVIE,2018,Drama,IN,7.3,2.915
ts95011,Move,SHOW,2018,Documentation,US,7.4,2.664
ts85276,HymnofDeath,SHOW,2018,Drama,KR,7.6,12.956
ts83814,UndercoverLaw,SHOW,2018,Drama,CO,7.2,2.132
tm439854,Baazaar,MOVIE,2018,Crime,IN,6.5,2.491
tm372891,ChrisRock:Tamborine,MOVIE,2018,Comedy,US,6.6,7.743
tm421748,EeNagaranikiEmaindi,MOVIE,2018,Drama,IN,7.9,2.062
tm418039,LEGOMarvelSuperHeroes:BlackPanther-TroubleinWakanda,MOVIE,2018,Fantasy,US,5.6,10.798
tm440678,Revenger,MOVIE,2018,Action,KR,5.7,18.767
ts268283,RIDEONTIME,SHOW,2018,Genre Unavailable,JP,6.5,1.328
ts89538,BitterDaisies,SHOW,2018,Drama,ES,7.2,11.931
ts89069,LEGOFriends:GirlsonaMission,SHOW,2018,Animation,US,6.2,13.282
tm426983,Joy,MOVIE,2018,Drama,AT,6.6,2.421
ts78707,TheJoelMcHaleShowwithJoelMcHale,SHOW,2018,Comedy,US,7.1,6.858
tm366972,TheDrugKing,MOVIE,2018,Crime,KR,6.2,15.052
tm367008,KattWilliams:GreatAmerica,MOVIE,2018,Comedy,US,6.2,3.016
ts84977,TerrorismCloseCalls,SHOW,2018,Documentation,US,5.2,1.837
tm326773,Sunday'sIllness,MOVIE,2018,Drama,ES,6.9,6.859
tm372486,AllGood,MOVIE,2018,Drama,DE,6.5,1.772
tm429208,NextGen,MOVIE,2018,Action,CA,6.6,16.957
tm357820,TheOpenHouse,MOVIE,2018,Thriller,US,3.3,13.15
ts86949,TheAList,SHOW,2018,Drama,GB,5.3,11.645
tm440996,TrevorNoah:SonofPatricia,MOVIE,2018,Comedy,US,7.3,6.861
ts82375,BeybladeBurstTurbo,SHOW,2018,Scifi,JP,6.5,0.6
ts82843,TheCuriousCreationsofChristineMcConnell,SHOW,2018,Comedy,US,7.7,3.175
ts80479,CleanwithPassionforNow,SHOW,2018,Comedy,KR,6.9,25.757
ts82268,GHOUL,SHOW,2018,Scifi,IN,8.0,16.66
tm446424,ChristmaswithaPrince,MOVIE,2018,Drama,CA,5.2,6.768
ts78246,KissMeFirst,SHOW,2018,Scifi,GB,6.2,5.447
ts90594,Barbie:DreamhouseAdventures,SHOW,2018,Animation,US,6.7,36.15
ts84833,Diablero,SHOW,2018,Scifi,MX,6.7,19.915
ts87194,InstantHotel,SHOW,2018,Reality,AU,7.3,1.602
ts309731,Gormiti,SHOW,2018,Comedy,ES,5.2,4.851
ts82631,MonkeyTwins,SHOW,2018,Action,TH,7.9,0.99
tm440415,JohnLeguizamo'sLatinHistoryforMorons,MOVIE,2018,Comedy,US,7.3,3.851
ts84646,Warrior,SHOW,2018,Action,DK,6.7,5.717
tm320670,WhiteFang,MOVIE,2018,Animation,LU,6.9,20.071
ts81583,Life,SHOW,2018,Drama,KR,7.6,6.26
tm443186,GenerationIron3,MOVIE,2018,Documentation,US,6.2,4.651
tm417440,Camarón:TheFilm,MOVIE,2018,Documentation,ES,7.5,2.21
ts79997,SomethingintheRain,SHOW,2018,Drama,KR,8.1,53.569
tm371630,HowtoBeReallyBad,MOVIE,2018,Comedy,DE,6.2,12.867
tm344886,TheAngel,MOVIE,2018,Thriller,IL,6.6,9.032
ts85202,Brainchild,SHOW,2018,Documentation,US,7.9,2.902
ts36650,Apaches,SHOW,2018,Crime,ES,7.0,3.001
tm420989,FatheroftheYear,MOVIE,2018,Comedy,US,5.2,10.981
tm368310,Retablo,MOVIE,2018,Drama,PE,7.5,3.461
tm430104,HighSociety,MOVIE,2018,Drama,KR,5.5,8.963
tm441198,ThePrincessSwitch,MOVIE,2018,Romance,US,6.0,24.268
tm420656,Reprisal,MOVIE,2018,Action,GB,4.2,13.316
ts90869,LoveDaily,SHOW,2018,Drama,US,6.1,4.281
ts78590,TheMechanism,SHOW,2018,Drama,BR,8.0,8.383
tm372305,FirstMatch,MOVIE,2018,Drama,US,6.4,11.39
tm375912,RickyGervais:Humanity,MOVIE,2018,Comedy,GB,8.0,8.01
tm407775,LadyJ,MOVIE,2018,Drama,FR,6.8,7.858
tm436844,TheChristmasChronicles,MOVIE,2018,Comedy,US,7.0,16.532
ts78206,WelcometoWaikiki,SHOW,2018,Drama,KR,8.3,26.059
tm427465,Quincy,MOVIE,2018,Music,US,7.6,7.019
ts131579,ThievesoftheWood,SHOW,2018,History,BE,6.8,12.035
ts83489,BloodPact,SHOW,2018,Drama,BR,6.7,0.907
tm372318,TheWorldIsYours,MOVIE,2018,Comedy,FR,6.3,8.637
ts57148,Champions,SHOW,2018,Comedy,US,6.0,4.61
ts83457,Cleo&Cuquin,SHOW,2018,Animation,ES,8.1,2.076
tm294581,TheClapper,MOVIE,2018,Comedy,US,5.1,7.843
tm425732,TheLandofSteadyHabits,MOVIE,2018,Drama,US,6.2,8.104
ts81526,November13:AttackonParis,SHOW,2018,Documentation,FR,8.3,4.169
tm413557,Okko'sInn,MOVIE,2018,Fantasy,JP,7.0,7.213
ts85837,SKYCastle,SHOW,2018,Drama,KR,8.6,11.683
tm366019,BuyBust,MOVIE,2018,Thriller,PH,5.7,4.931
tm434917,IAmJonas,MOVIE,2018,Drama,FR,7.0,8.67
ts57464,LifeSentence,SHOW,2018,Comedy,US,6.4,7.925
tm368538,MILF,MOVIE,2018,Comedy,FR,4.8,15.44
tm445735,SpringsteenOnBroadway,MOVIE,2018,Music,US,8.5,4.117
tm427293,Solo,MOVIE,2018,Thriller,ES,5.0,6.956
tm443993,"TaketheBall,PasstheBall",MOVIE,2018,Documentation,ES,7.9,5.023
ts82445,AshesofLove,SHOW,2018,Comedy,CN,8.3,17.576
ts80411,LawlessLawyer,SHOW,2018,Crime,KR,7.6,18.479
tm426202,DemetriMartin:TheOverthinker,MOVIE,2018,Comedy,US,7.2,4.309
tm404690,HappyAnniversary,MOVIE,2018,Romance,US,5.7,6.921
tm429163,ThePhotographerofMauthausen,MOVIE,2018,Thriller,ES,6.7,9.958
ts85967,BumpingMicswithJeffRoss&DaveAttell,SHOW,2018,Comedy,US,7.7,1.36
tm410748,TheMostUnknown,MOVIE,2018,Documentation,US,6.5,3.535
ts79219,FlintTown,SHOW,2018,Documentation,US,7.8,2.166
tm408941,Mercury13,MOVIE,2018,Documentation,IE,6.9,4.266
ts85183,VaiAnitta,SHOW,2018,Documentation,BR,5.5,1.994
tm444469,Eerie,MOVIE,2018,Horror,PH,4.6,6.895
ts84135,TheInmate,SHOW,2018,Drama,MX,6.9,25.554
ts86067,DeathbyMagic,SHOW,2018,Reality,US,6.0,3.231
tm412273,TigNotaro:HappyToBeHere,MOVIE,2018,Comedy,XX,6.6,3.044
tm365122,Benji,MOVIE,2018,Drama,US,6.3,17.811
tm362121,TimeShare,MOVIE,2018,Horror,NL,5.9,5.96
ts92825,LegoJurassicWorld:TheSecretExhibit,SHOW,2018,Action,US,6.1,14.703
ts77520,MobPsycho100,SHOW,2018,Action,JP,5.2,12.055
tm419496,LustStories,MOVIE,2018,Drama,IN,6.4,6.98
tm326704,Parmanu:TheStoryofPokhran,MOVIE,2018,Drama,IN,7.6,5.7
ts85236,CastleandCastle,SHOW,2018,Drama,NG,6.5,2.336
tm407295,Amateur,MOVIE,2018,Drama,US,5.9,15.455
tm438995,AChristmasPrince:TheRoyalWedding,MOVIE,2018,Romance,US,5.3,9.051
tm404475,TheBleedingEdge,MOVIE,2018,Documentation,US,7.6,6.394
ts82867,BecomingChampions,SHOW,2018,Documentation,US,6.7,1.4
tm371959,6Balloons,MOVIE,2018,Drama,US,5.9,7.664
tm375302,DerrenBrown:ThePush,MOVIE,2018,Reality,Country Unavailable,7.5,10.75648
tm376234,TheWarning,MOVIE,2018,Thriller,ES,5.9,8.052
ts78913,Live,SHOW,2018,Drama,KR,8.3,4.333
ts84780,WildDistrict,SHOW,2018,Drama,CO,8.2,15.725
ts85822,SelectionDay,SHOW,2018,Drama,IN,7.3,5.002
tm376903,DryMartina,MOVIE,2018,Comedy,AR,5.8,8.777
tm365824,Zero,MOVIE,2018,Romance,IN,5.2,6.89
ts56933,TheNewLegendsofMonkey,SHOW,2018,Scifi,NZ,6.4,25.804
ts86164,HeroMask,SHOW,2018,Animation,JP,6.1,4.779
tm366820,ComeSunday,MOVIE,2018,Drama,US,6.0,5.725
ts85732,TheFinalTable,SHOW,2018,Reality,US,7.6,3.634
ts80313,BobbyKennedyforPresident,SHOW,2018,Documentation,US,8.1,2.09
tm238377,TheLegacyofaWhitetailDeerHunter,MOVIE,2018,Comedy,US,5.5,8.03
ts9075,TheFix,SHOW,2018,Comedy,US,7.0,1.555
ts79679,TheYard,SHOW,2018,Drama,TR,7.1,21.505
ts82298,FamiliarWife,SHOW,2018,Scifi,KR,7.7,19.741
ts84645,MedalofHonor,SHOW,2018,Documentation,US,8.2,7.798
ts78299,LlamaLlama,SHOW,2018,Animation,US,6.3,4.525
tm424032,MyMasterpiece,MOVIE,2018,Comedy,AR,7.1,7.794
tm421776,RonnieColeman:TheKing,MOVIE,2018,Documentation,US,7.0,6.255
ts77014,Wolf,SHOW,2018,Reality,TR,8.0,26.999
ts82181,BackStreetGirls-GOKUDOLS-,SHOW,2018,Comedy,JP,6.7,10.716
tm426569,ATwelve-YearNight,MOVIE,2018,Drama,AR,7.5,7.515
tm363231,Godzilla:CityontheEdgeofBattle,MOVIE,2018,Animation,JP,5.8,19.716
ts80090,ThePianoForest,SHOW,2018,Comedy,JP,7.2,10.181
tm414447,DearEx,MOVIE,2018,Drama,TW,7.3,5.858
tm434727,"RonWhite:IfYouQuitListening,I'llShutUp",MOVIE,2018,Comedy,US,6.5,2.438
tm425884,They'llLoveMeWhenI'mDead,MOVIE,2018,Documentation,US,7.4,5.643
ts78053,Kakegurui,SHOW,2018,Thriller,JP,6.7,24.549
tm374845,TheSevenDeadlySins:PrisonersoftheSky,MOVIE,2018,Fantasy,JP,7.1,29.994
ts82127,SiriustheJaeger,SHOW,2018,Action,JP,6.7,9.177
tm366590,Sanju,MOVIE,2018,Drama,IN,7.7,6.803
tm406831,ModestHeroes,MOVIE,2018,Fantasy,JP,6.6,58.217
tm405849,FlavorsofYouth,MOVIE,2018,Romance,JP,6.6,44.174
tm423761,IlizaShlesinger:ElderMillennial,MOVIE,2018,Comedy,US,7.2,5.899
tm344336,BurnOut,MOVIE,2018,Thriller,FR,6.2,21.048
tm371952,Sarkar,MOVIE,2018,Drama,IN,7.0,4.559
ts84799,VictimNumber8,SHOW,2018,Crime,ES,7.0,6.384
tm841410,FireinParadise,MOVIE,2019,Documentation,US,6.5,4.532
ts88937,Shadow,SHOW,2019,Crime,ZA,6.5,1.143
ts82739,WomenoftheNight,SHOW,2019,Drama,NL,6.3,7.418
tm847629,DollyParton:HereIAm,MOVIE,2019,Documentation,GB,7.3,3.26
ts89832,Abyss,SHOW,2019,Scifi,KR,7.1,15.15
ts216493,TheNakedDirector,SHOW,2019,Drama,JP,7.7,252.688
tm831196,Chippa,MOVIE,2019,Drama,IN,6.5,1.315
tm824324,Scarecrow,MOVIE,2019,Comedy,EG,6.5,2.04
ts217891,SAINTSEIYA:KnightsoftheZodiac,SHOW,2019,Animation,US,4.5,82.799
ts89048,MyFirstFirstLove,SHOW,2019,Drama,KR,7.5,25.264
tm819841,IsaPawithFeelings,MOVIE,2019,Comedy,PH,7.8,2.73
tm475162,AmericanWoman,MOVIE,2019,Drama,CA,6.5,3.54
tm845942,AFamilyReunionChristmas,MOVIE,2019,Comedy,US,5.8,7.028
tm434830,TheGrizzlies,MOVIE,2019,Drama,CA,7.4,4.171
tm458363,Juanita,MOVIE,2019,Drama,US,6.0,6.815
tm473601,TheSon,MOVIE,2019,Thriller,AR,6.5,8.664
ts104840,Skylines,SHOW,2019,Crime,DE,7.5,3.678
tm814734,KidnappingStella,MOVIE,2019,Crime,DE,4.9,13.895
tm465408,BurningCane,MOVIE,2019,Drama,US,5.5,2.604
tm826473,ASun,MOVIE,2019,Crime,TW,6.5,8.081
tm454156,InFamilyITrust,MOVIE,2019,Romance,ES,6.2,5.414
ts221365,Criminal:Spain,SHOW,2019,Crime,ES,6.5,6.569
tm452237,TheCar:RoadtoRevenge,MOVIE,2019,Action,US,4.0,20.461
tm502151,ARemarkableTale,MOVIE,2019,Comedy,ES,5.3,7.463
tm498444,Nimbe:TheMovie,MOVIE,2019,Drama,Country Unavailable,5.9,0.6
tm819107,AzizAnsari:RightNow,MOVIE,2019,Comedy,US,7.5,4.989
tm810423,"ColinQuinn:RedState,BlueState",MOVIE,2019,Comedy,US,7.6,2.538
tm843768,JohnMulaney&TheSackLunchBunch,MOVIE,2019,Comedy,US,7.4,5.581
ts110637,Mortel,SHOW,2019,Horror,FR,6.4,8.205
tm453903,Elisa&Marcela,MOVIE,2019,Drama,ES,6.6,10.823
tm451584,TooHandsomeToHandle,MOVIE,2019,Comedy,ID,6.7,5.718
tm461829,TheHardWay,MOVIE,2019,Action,US,4.8,16.86
tm446581,TheEdgeofDemocracy,MOVIE,2019,Documentation,BR,7.3,6.333
ts217553,SexyCentral,SHOW,2019,Comedy,HK,6.5,1.722
ts90063,PutYourHeadonMyShoulder,SHOW,2019,Drama,CN,8.0,29.769
tm460259,BloodWillTell,MOVIE,2019,Thriller,CL,6.1,2.268
tm838876,UndercoverBrother2,MOVIE,2019,Comedy,US,3.4,4.658
tm825210,NothingtoLose2,MOVIE,2019,Drama,BR,3.0,0.6
ts222609,Chocolate,SHOW,2019,Drama,KR,6.5,6.901
tm457410,MoneyTrap,MOVIE,2019,Action,TR,6.0,9.695
ts216474,TheTrial,SHOW,2019,Crime,IT,7.2,7.175
ts86927,TouchYourHeart,SHOW,2019,Drama,KR,7.6,22.161
tm827304,LEGOMarvelSpider-Man:VexedbyVenom,MOVIE,2019,Animation,US,5.6,9.62
ts220983,MyCountry:TheNewAge,SHOW,2019,Drama,KR,6.5,10.914
tm917846,TheLetterReader,MOVIE,2019,Drama,ZA,6.5,2.815
ts213544,RookieHistorianGooHae-Ryung,SHOW,2019,Romance,KR,8.1,24.761
tm467467,Homecoming:AFilmbyBeyoncé,MOVIE,2019,Documentation,US,7.5,10.614
tm465984,Boi,MOVIE,2019,Thriller,ES,6.5,3.617
ts221174,RickyZoom,SHOW,2019,Animation,CN,6.3,1.375
tm467848,NiNoKuni,MOVIE,2019,Family,JP,6.1,19.73
tm894858,TheEnd,MOVIE,2019,Crime,KW,6.5,0.675
tm834653,TheKnightandthePrincess,MOVIE,2019,Comedy,EG,5.5,1.209
tm845588,SpookleyandtheChristmasKittens,MOVIE,2019,Music,US,6.5,2.287
tm846166,PetsUnited,MOVIE,2019,Comedy,CN,3.7,65.129
tm842829,DeadKids,MOVIE,2019,Crime,PH,5.3,3.644
tm823488,DavidFoster:OfftheRecord,MOVIE,2019,Documentation,CA,7.0,3.314
tm451852,The3rdEye2,MOVIE,2019,Thriller,ID,5.4,12.245
ts256853,TheKing'sAvatar,SHOW,2019,Action,CN,8.2,17.297
ts87320,CanYouHearMe?,SHOW,2019,Comedy,CA,7.6,6.936
ts223110,SugarRushChristmas,SHOW,2019,Reality,US,6.8,2.274
tm467804,Watchman,MOVIE,2019,Drama,IN,6.5,1.537
tm451502,KolaiyuthirKaalam,MOVIE,2019,Horror,IN,2.6,4.14
tm454096,OnlyMine,MOVIE,2019,Drama,US,4.6,14.846
tm452900,ReMastered:MassacreattheStadium,MOVIE,2019,Documentation,CL,7.2,2.55
ts90980,It'sBruno!,SHOW,2019,Comedy,US,7.4,3.208
tm845370,AftertheRaid,MOVIE,2019,Documentation,MX,6.5,2.196
tm826875,BacktoSchool,MOVIE,2019,Comedy,FR,5.3,5.563
ts221366,Criminal:France,SHOW,2019,Crime,FR,6.5,7.258
ts91741,ThreeDaysofChristmas,SHOW,2019,Drama,Country Unavailable,6.8,5.236
tm816593,"Frankenstein'sMonster'sMonster,Frankenstein",MOVIE,2019,Comedy,US,5.8,4.051
tm473813,Chopsticks,MOVIE,2019,Comedy,IN,6.5,4.727
tm366245,Drive,MOVIE,2019,Thriller,IN,3.1,19.937
tm845607,SpiritRidingFree:SpiritofChristmas,MOVIE,2019,Animation,US,5.2,8.492
tm571805,Otherhood,MOVIE,2019,Comedy,US,6.1,9.31
tm469510,AlbertPintoKoGussaKyunAataHai?,MOVIE,2019,Crime,IN,5.5,0.717
tm468724,AllinMyFamily,MOVIE,2019,Documentation,US,6.5,3.534
ts221151,LivingUndocumented,SHOW,2019,Documentation,US,6.6,1.19
tm932201,HopeFrozen,MOVIE,2019,Documentation,TH,6.5,2.206
ts222980,SingaporeSocial,SHOW,2019,Reality,US,4.7,1.797
tm483190,TimeOut,MOVIE,2019,Comedy,Country Unavailable,5.9,0.6
tm494731,Sextuplets,MOVIE,2019,Comedy,US,4.4,27.608
tm470378,ReMastered:DevilattheCrossroads,MOVIE,2019,Documentation,US,7.0,9.663
ts88271,FlavorfulOrigins,SHOW,2019,Documentation,CN,7.6,7.066
tm882606,SethumAayiramPon,MOVIE,2019,Drama,IN,7.2,1.974
ts218776,HappyJail,SHOW,2019,Documentation,Country Unavailable,6.9,1.225
tm473647,ReMastered:TheLion'sShare,MOVIE,2019,Music,US,6.9,2.952
tm319139,Saaho,MOVIE,2019,Thriller,IN,5.0,7.256
tm461159,Trouble,MOVIE,2019,Action,CA,5.8,17.173
tm305433,Rocko'sModernLife:StaticCling,MOVIE,2019,Animation,US,6.9,10.256
tm431349,BulbulCanSing,MOVIE,2019,Drama,IN,7.0,0.638
tm823350,LuccasNetoin:SummerCamp,MOVIE,2019,Comedy,BR,2.8,2.99
tm485801,SoMyGrandma'saLesbian!,MOVIE,2019,Comedy,ES,4.3,6.736
tm978401,Mosul,MOVIE,2019,Drama,US,6.5,7.95
ts89895,MightyLittleBheem,SHOW,2019,Animation,US,6.4,8.586
tm835869,Jarhead:LawofReturn,MOVIE,2019,War,IL,5.6,21.561
ts114080,TwiceUponaTime,SHOW,2019,Drama,FR,6.2,13.245
ts219049,TilDeathDoUsPart,SHOW,2019,Scifi,TW,6.5,1.966
ts90356,TerraceHouse:Tokyo2019-2020,SHOW,2019,Reality,JP,7.4,9.3
tm1081074,Justine,MOVIE,2019,Drama,US,6.7,2.418
ts222325,MagicalAndes,SHOW,2019,Documentation,DE,7.8,1.813
tm869373,High&Low:TheWorst,MOVIE,2019,Action,JP,6.7,4.017
ts85451,45RPM,SHOW,2019,Drama,ES,7.1,3.804
