Id,Title,Type,Release_Year,Genres,Production_Countries,IMDB_Score,IMDB_Popularity
tm244041,Jandino:WhateveritTakes,MOVIE,2016,Comedy,NL,4.5,1.4
tm247159,TheLastEgg,MOVIE,2016,Comedy,VN,4.8,1.02
tm245050,TheArbitration,MOVIE,2016,Drama,NG,5.0,1.811
ts53513,Backto1989,SHOW,2016,Scifi,TW,8.0,0.688
tm424879,RoadToHigh&Low,MOVIE,2016,Action,JP,6.6,4.102
tm350044,AManReturned,MOVIE,2016,Documentation,Country Unavailable,6.5,1.21
tm421214,SaudiArabiaUncovered,MOVIE,2016,Documentation,SA,6.5,1.781
ts91990,TheCreativeIndians,SHOW,2016,Documentation,US,8.3,0.6
tm232855,EverythingAboutHer,MOVIE,2016,Drama,PH,7.2,2.11
tm267112,GangoftheCaribbean,MOVIE,2016,Thriller,FR,5.1,3.637
tm533845,SamKinison:TheScreamContinues,MOVIE,2016,Documentation,US,6.1,0.632
tm283909,TheSuperParentalGuardians,MOVIE,2016,Comedy,PH,4.4,1.339
tm233463,HusbandFactor:Resurrection,MOVIE,2016,Comedy,TR,5.3,2.76
tm247644,SchubertinLove,MOVIE,2016,Comedy,DE,5.0,3.314
ts83450,CloseYourEyesBeforeIt'sDark,SHOW,2016,Thriller,TW,7.0,2.265
ts83449,LoveStorm,SHOW,2016,Family,TW,5.5,2.334
tm244380,Barcelona:ALoveUntold,MOVIE,2016,Romance,PH,6.6,3.331
tm239764,DavidCross:MakingAmericaGreatAgain,MOVIE,2016,Comedy,US,6.5,2.286
ts285233,Unchainedfate,SHOW,2016,Scifi,MY,6.5,0.855
tm307997,Offline:AreYouReadyfortheNextLevel?,MOVIE,2016,Action,DE,5.0,16.734
tm243931,TheBeginningofLife,MOVIE,2016,Documentation,BR,7.5,1.134
tm232930,KyaaKoolHainHum3,MOVIE,2016,Comedy,IN,1.9,4.658
tm267419,JoeRogan:Triggered,MOVIE,2016,Comedy,US,7.4,3.272
tm240733,100Meters,MOVIE,2016,Drama,ES,7.5,8.137
tm234064,HalalLove,MOVIE,2016,Romance,LB,6.3,1.352
tm252609,'76,MOVIE,2016,Romance,NG,5.6,2.062
tm272484,MichaelCheMatters,MOVIE,2016,Comedy,US,7.2,3.242
ts53065,OneMoreTime,SHOW,2016,Scifi,KR,6.8,3.778
tm246543,JourneytoGreenland,MOVIE,2016,Drama,GL,6.3,3.262
tm266622,IlizaShlesinger:ConfirmedKills,MOVIE,2016,Comedy,US,6.6,5.957
tm244923,MyMother'sWound,MOVIE,2016,Drama,TR,7.3,4.392
tm236705,RicardoO'Farrill:AbrazoGenial,MOVIE,2016,Comedy,MX,5.5,1.481
ts55966,LEGOFriends:ThePowerofFriendship,SHOW,2016,Animation,US,6.7,7.272
tm283938,Selfie69,MOVIE,2016,Comedy,RO,6.1,4.445
tm240728,PattonOswalt:TalkingforClapping,MOVIE,2016,Comedy,US,6.7,3.337
ts248736,TheGovernor,SHOW,2016,Drama,NG,7.3,0.6
tm244577,LoveO2O,MOVIE,2016,Comedy,CN,6.4,7.811
ts54117,LunaPetunia,SHOW,2016,Animation,CA,6.3,1.722
tm273933,ReggieWatts:Spatial,MOVIE,2016,Comedy,US,6.0,1.945
tm244079,SofíaNiñodeRivera:Exposed,MOVIE,2016,Comedy,MX,7.3,2.632
tm246485,UTurn,MOVIE,2016,Horror,IN,7.5,2.982
tm860487,Pac’sScaryHalloween,MOVIE,2016,Genre Unavailable,US,6.5,1.989
tm554110,TheCEO,MOVIE,2016,Drama,NG,5.6,2.017
ts81027,Spark,SHOW,2016,Drama,KR,7.0,1.4
tm242002,JeffFoxworthy&LarrytheCableGuy:We'veBeenThinking,MOVIE,2016,Comedy,US,5.9,1.921
tm340927,MotuPatlu:KingOfKings,MOVIE,2016,Animation,IN,6.5,2.208
tm66466,Wazir,MOVIE,2016,Thriller,IN,7.2,5.319
tm247444,PoshterGirl,MOVIE,2016,Comedy,IN,6.6,1.611
tm243070,Thosewhofeararedead,MOVIE,2016,Drama,EG,3.6,0.763
tm316567,HiGH&LOW:TheRedRain,MOVIE,2016,Action,JP,6.1,2.529
tm375681,SStorm,MOVIE,2016,Thriller,CN,5.1,2.201
tm811691,Thomas&Friends:FullSteamToTheRescue!,MOVIE,2016,Family,GB,6.5,0.957
tm286268,#Rucker50,MOVIE,2016,Documentation,US,5.2,1.645
tm295349,RicardoO'Farrill:abrazonavideño,MOVIE,2016,Comedy,MX,5.7,1.235
tm238486,TheoVon:NoOffense,MOVIE,2016,Comedy,US,5.6,2.294
tm327551,BorninSyria,MOVIE,2016,Documentation,ES,7.7,2.143
tm272012,GhostPatrol,MOVIE,2016,Thriller,CA,5.1,2.149
tm271974,PettsonandFindus:TheBestChristmasEver,MOVIE,2016,Family,DE,5.5,2.616
ts38813,Bottersnikes&Gumbles,SHOW,2016,Action,GB,5.2,1.49
tm238717,BarakahMeetsBarakah,MOVIE,2016,Romance,SA,6.3,2.115
ts38812,Fearless,SHOW,2016,Documentation,US,7.0,3.34
tm267017,ILoveYou,MOVIE,2016,Comedy,SE,4.7,2.205
tm263743,TheDoll,MOVIE,2016,Thriller,ID,5.2,6.038
ts53543,TheMiracle,SHOW,2016,Drama,KR,6.3,11.974
tm215638,Boyka:UndisputedIV,MOVIE,2016,Action,BG,6.5,145.287
ts41485,Vanished46,SHOW,2016,Drama,TR,8.2,2.184
ts53249,Trollhunters:TalesofArcadia,SHOW,2016,Scifi,US,8.4,50.896
tm233465,TheByeByeMan,MOVIE,2016,Thriller,US,4.3,28.381
ts38809,TheGetDown,SHOW,2016,Drama,US,8.2,7.479
ts38731,Rebellion,SHOW,2016,War,IE,7.1,13.651
ts53287,RomanEmpire,SHOW,2016,Drama,US,7.0,21.454
tm200690,TheForest,MOVIE,2016,Horror,US,4.8,33.204
tm244403,ARQ,MOVIE,2016,Scifi,US,6.3,20.157
ts42090,LastChanceU,SHOW,2016,Documentation,US,8.4,14.88
tm238722,CollateralBeauty,MOVIE,2016,Romance,US,6.7,25.409
ts52830,GilmoreGirls:AYearintheLife,SHOW,2016,Drama,US,7.6,14.808
tm225308,IntotheInferno,MOVIE,2016,Documentation,CA,7.2,9.998
ts42119,Greenleaf,SHOW,2016,Drama,US,7.3,18.424
tm253083,BlueJay,MOVIE,2016,Romance,US,7.2,7.83
tm139532,BeforeIWake,MOVIE,2016,Drama,US,6.2,99.185
ts41913,Frequency,SHOW,2016,Scifi,US,7.4,12.16
tm244788,13th,MOVIE,2016,Documentation,US,8.2,8.675
ts42156,Degrassi:NextClass,SHOW,2016,Drama,CA,6.8,12.075
tm239743,Batman:TheKillingJoke,MOVIE,2016,Animation,US,6.4,25.747
ts38783,SecretCity,SHOW,2016,War,AU,7.4,12.012
ts36983,FullerHouse,SHOW,2016,Comedy,US,6.7,25.211
ts42655,Wanted,SHOW,2016,Crime,AU,7.6,12.755
tm233521,OtherPeople,MOVIE,2016,Drama,US,6.8,5.903
tm204035,Spectral,MOVIE,2016,Thriller,US,6.3,30.663
ts42137,Voltron:LegendaryDefender,SHOW,2016,Action,US,8.1,16.452
tm219248,TheFundamentalsofCaring,MOVIE,2016,Comedy,US,7.3,14.985
ts76956,TheLetdown,SHOW,2016,Comedy,AU,7.4,2.7
tm228677,TheSpaceBetweenUs,MOVIE,2016,Drama,CN,6.4,23.219
tm138672,Frank&Lola,MOVIE,2016,Drama,US,5.9,10.404
ts55365,TheHauntedHouse,SHOW,2016,Thriller,KR,8.3,40.65
tm233533,WhiteGirl,MOVIE,2016,Drama,US,5.7,17.731
tm233317,Pee-wee'sBigHoliday,MOVIE,2016,Action,US,6.1,10.884
tm244880,IAmthePrettyThingThatLivesintheHouse,MOVIE,2016,Horror,CA,4.6,9.719
ts41258,CinderellaandFourKnights,SHOW,2016,Drama,KR,7.4,34.735
tm270504,Mindhorn,MOVIE,2016,Comedy,GB,6.3,8.406
ts52981,WhiteRabbitProject,SHOW,2016,Reality,US,6.9,3.977
tm134516,"CrouchingTiger,HiddenDragon:SwordofDestiny",MOVIE,2016,Drama,CN,6.1,21.103
tm244507,TheDistinguishedCitizen,MOVIE,2016,Drama,ES,7.5,8.804
tm232953,Sleight,MOVIE,2016,Drama,US,5.9,5.226
ts38568,Flaked,SHOW,2016,Comedy,US,7.2,8.853
tm239733,Headshot,MOVIE,2016,Thriller,ID,6.3,19.074
tm239707,TheDo-Over,MOVIE,2016,Action,US,5.7,11.466
ts42022,Elmarginal,SHOW,2016,Drama,AR,8.1,94.391
tm242736,BoBurnham:MakeHappy,MOVIE,2016,Comedy,US,8.4,8.245
ts52829,Paranoid,SHOW,2016,Thriller,GB,6.6,7.738
ts42257,Signal,SHOW,2016,Crime,KR,8.5,9.477
tm239683,TeamFoxcatcher,MOVIE,2016,Documentation,US,7.3,6.08
ts38770,LadyDynamite,SHOW,2016,Drama,US,7.3,6.236
tm234586,Visaranai,MOVIE,2016,Thriller,IN,8.5,4.442
tm205812,TheSiegeofJadotville,MOVIE,2016,War,IE,7.2,11.351
tm243121,Mascots,MOVIE,2016,Comedy,US,5.8,8.794
ts38758,Ajin,SHOW,2016,Action,JP,7.6,17.293
tm221740,ClosetMonster,MOVIE,2016,Drama,CA,7.0,10.868
ts53099,Bordertown,SHOW,2016,Drama,FI,7.6,15.882
ts41149,TheRanch,SHOW,2016,Comedy,US,7.4,25.365
ts41975,Shooter,SHOW,2016,Action,US,7.5,45.055
ts70529,Norsemen,SHOW,2016,Comedy,NO,7.7,30.431
ts36550,DC'sLegendsofTomorrow,SHOW,2016,Drama,US,6.8,63.898
ts52922,LeahRemini:ScientologyandtheAftermath,SHOW,2016,Documentation,US,9.0,6.44
ts42077,Medici:MastersofFlorence,SHOW,2016,War,IT,7.9,31.427
ts42120,Travelers,SHOW,2016,Scifi,CA,8.0,37.756
ts42014,60DaysIn,SHOW,2016,Documentation,US,7.6,8.446
ts38718,Slasher,SHOW,2016,Crime,CA,6.7,33.199
ts41956,DesignatedSurvivor,SHOW,2016,War,US,7.5,40.372
ts41961,QueenoftheSouth,SHOW,2016,Drama,US,7.9,42.381
tm242705,Raw,MOVIE,2016,Horror,FR,7.0,14.899
tm239727,NocturnalAnimals,MOVIE,2016,Thriller,US,7.5,24.273
tm205890,TheTake,MOVIE,2016,Action,US,6.3,17.563
ts53051,TheOA,SHOW,2016,Scifi,US,7.8,33.623
ts36147,Lucifer,SHOW,2016,Scifi,US,8.1,922.112
tm204163,WarDogs,MOVIE,2016,Crime,US,7.1,32.374
tm239760,BlairWitch,MOVIE,2016,Thriller,US,5.0,19.407
ts42069,TheCrown,SHOW,2016,Drama,GB,8.7,75.521
tm243100,HellorHighWater,MOVIE,2016,Thriller,US,7.6,28.227
tm232579,HuntfortheWilderpeople,MOVIE,2016,Drama,NZ,7.8,11.591
ts41766,TheGoodPlace,SHOW,2016,Scifi,US,8.2,33.793
ts38796,StrangerThings,SHOW,2016,Scifi,US,8.7,2226.231
tm245722,ChronicallyMetropolitan,MOVIE,2016,Comedy,US,4.9,3.964
ts38734,Marcella,SHOW,2016,Crime,GB,7.4,25.841
tm120609,"Hail,Caesar!",MOVIE,2016,Comedy,US,6.3,11.125
tm206698,Ouija:OriginofEvil,MOVIE,2016,Drama,US,5.3,44.508
ts38710,WynonnaEarp,SHOW,2016,Western,CA,7.3,30.342
ts52838,0.03,SHOW,2016,Scifi,BR,7.3,29.033
tm233214,UndertheShadow,MOVIE,2016,War,GB,6.8,9.878
ts41963,Easy,SHOW,2016,Drama,US,6.9,23.522
ts41490,HapandLeonard,SHOW,2016,Action,US,7.6,6.942
ts42169,ERASED,SHOW,2016,Drama,JP,8.5,25.494
tm219233,Loving,MOVIE,2016,Drama,GB,7.0,16.664
tm209987,Christine,MOVIE,2016,Drama,US,6.9,11.1
ts39007,VanHelsing,SHOW,2016,Scifi,US,6.2,95.708
tm196296,AMonsterCalls,MOVIE,2016,Drama,US,7.4,84.977
tm135106,InaValleyofViolence,MOVIE,2016,Crime,US,6.0,13.597
tm245271,Gantz:O,MOVIE,2016,Scifi,JP,7.1,28.818
ts41995,Zumbo'sJustDesserts,SHOW,2016,Reality,AU,6.9,5.174
ts41906,TheDisastrousLifeofSaikiK.,SHOW,2016,Scifi,JP,8.4,40.266
ts42170,Crashing,SHOW,2016,Comedy,GB,7.7,8.663
ts38511,Love,SHOW,2016,Comedy,US,7.7,26.397
ts38415,Frontier,SHOW,2016,Action,CA,7.1,23.849
tm194792,TheBoy,MOVIE,2016,Horror,US,6.0,29.848
tm212927,Mr.Right,MOVIE,2016,Action,US,6.3,16.884
tm239676,Hush,MOVIE,2016,Horror,US,6.6,20.608
tm120108,KungFuPanda3,MOVIE,2016,Action,US,7.1,91.033
tm233425,ASilentVoice:TheMovie,MOVIE,2016,Animation,JP,8.1,162.66
ts41289,Flowers,SHOW,2016,Comedy,GB,8.1,4.476
tm143984,LondonHasFallen,MOVIE,2016,Action,GB,5.9,47.627
tm233377,TheEdgeofSeventeen,MOVIE,2016,Drama,US,7.3,31.226
tm138297,TheConjuring2,MOVIE,2016,Horror,US,7.3,171.724
tm245378,Barry,MOVIE,2016,Drama,US,5.9,5.957
ts47714,Kim'sConvenience,SHOW,2016,Comedy,CA,8.2,17.034
ts76079,Grizzy&theLemmings,SHOW,2016,Animation,FR,7.1,23.688
ts52988,Captive,SHOW,2016,Documentation,US,6.8,4.18
tm241998,MohenjoDaro,MOVIE,2016,Action,IN,5.6,8.73
ts53076,ElChema,SHOW,2016,Crime,US,6.9,112.717
tm242755,OrdinaryWorld,MOVIE,2016,Comedy,US,5.5,5.993
tm335263,KathleenMadigan:BotheringJesus,MOVIE,2016,Comedy,XX,6.5,1.646
tm276430,ServantOfThePeople2,MOVIE,2016,Comedy,UA,6.2,6.053
tm275800,TheLighthouseoftheOrcas,MOVIE,2016,Drama,AR,6.7,10.09
ts52943,TheSoundofYourHeart,SHOW,2016,Comedy,KR,8.2,5.877
tm240895,StrangeWeather,MOVIE,2016,Drama,US,6.0,9.634
ts38772,DearMyFriends,SHOW,2016,Comedy,KR,8.2,4.766
tm300713,High&LowTheMovie,MOVIE,2016,Action,JP,6.4,2.513
tm266844,TrueMemoirsofanInternationalAssassin,MOVIE,2016,Action,US,5.9,16.152
ts41154,PaquitaSalas,SHOW,2016,Comedy,ES,8.0,7.93
ts38761,AnotherMissOh,SHOW,2016,Comedy,KR,7.8,17.289
tm246175,The101-Year-OldManWhoSkippedOutontheBillandDisappeared,MOVIE,2016,Action,SE,6.3,7.299
tm239739,RamanRaghav2.0,MOVIE,2016,Crime,IN,7.4,6.61
tm139870,OpeningNight,MOVIE,2016,Comedy,US,6.0,7.809
ts38764,Marseille,SHOW,2016,Drama,FR,6.8,8.888
tm308241,LegendsoftheHiddenTemple,MOVIE,2016,Action,US,5.6,3.528
tm209950,KevinHart:WhatNow?,MOVIE,2016,Comedy,US,5.9,10.176
ts81483,Simon,SHOW,2016,Comedy,FR,7.0,3.507
ts56221,RainbowRuby,SHOW,2016,Family,CN,6.6,12.713
tm272413,ColinQuinn:TheNewYorkStory,MOVIE,2016,Comedy,US,6.9,2.917
ts41260,"Hello,MyTwenties!",SHOW,2016,Comedy,KR,8.3,14.835
ts42089,HatersBackOff,SHOW,2016,Comedy,US,5.9,7.102
tm242646,Toro,MOVIE,2016,Drama,FR,5.9,8.146
ts38717,GoodMorningCall,SHOW,2016,Comedy,JP,7.5,15.259
tm221225,DavidBrent:LifeontheRoad,MOVIE,2016,Comedy,GB,6.3,8.871
tm321189,AllAboutAsado,MOVIE,2016,Documentation,AR,6.5,1.802
tm244758,BreakingtheBank,MOVIE,2016,Comedy,GB,4.8,3.056
tm240162,UdtaPunjab,MOVIE,2016,Drama,IN,7.7,8.861
tm233344,Kapoor&Sons,MOVIE,2016,Drama,IN,7.7,8.129
ts38769,Chelsea,SHOW,2016,Comedy,US,6.0,16.004
tm201906,Belgica,MOVIE,2016,Drama,FR,6.7,4.889
tm239762,TonyRobbins:IAmNotYourGuru,MOVIE,2016,Documentation,US,6.6,6.569
tm274053,Asperger'sAreUs,MOVIE,2016,Documentation,US,6.6,2.227
tm245148,JimJefferies:Freedumb,MOVIE,2016,Comedy,US,7.7,4.802
ts42218,Sinsenossíhayparaíso,SHOW,2016,Action,CO,6.5,243.868
tm267429,"SurvivingCompton:Dre,SugeandMichel'le",MOVIE,2016,Drama,US,6.5,2.138
tm266629,RussellPeters:AlmostFamous,MOVIE,2016,Comedy,US,6.6,2.156
tm271839,"DanaCarvey:StraightWhiteMale,60",MOVIE,2016,Comedy,US,6.5,2.747
tm239635,JimmyCarr:FunnyBusiness,MOVIE,2016,Comedy,GB,7.2,5.549
ts127430,StoryBotsSuperSongs,SHOW,2016,Animation,US,8.7,0.6
tm221883,Gridlocked,MOVIE,2016,Action,CA,5.8,14.458
tm244638,Rebirth,MOVIE,2016,Thriller,US,4.9,8.68
ts42347,WordParty,SHOW,2016,Family,US,5.5,2.382
ts57705,ThePaper,SHOW,2016,Drama,HR,7.4,3.809
tm281182,GabrielIglesias:I'mSorryforWhatISaidWhenIWasHungry,MOVIE,2016,Comedy,US,7.4,3.047
ts42011,CheerSquad,SHOW,2016,Reality,CA,7.2,1.168
tm267948,7Years,MOVIE,2016,Drama,ES,6.7,6.603
tm242687,RiphagentheUntouchable,MOVIE,2016,Thriller,NL,7.1,8.67
tm245297,JustinTimberlake+TheTennesseeKids,MOVIE,2016,Music,US,7.6,3.257
ts41899,NightmareTeacher,SHOW,2016,Drama,KR,7.1,5.677
tm245102,TheNextSkin,MOVIE,2016,Drama,ES,6.2,5.453
tm239290,AlwaysBeMyMaybe,MOVIE,2016,Comedy,PH,6.6,2.434
tm244052,SebastianManiscalco:WhyWouldYouDoThat?,MOVIE,2016,Comedy,US,7.4,2.615
tm240007,Sniper:GhostShooter,MOVIE,2016,Action,US,6.5,24.331
tm247642,AmandaKnox,MOVIE,2016,Documentation,DK,6.9,8.847
ts76092,RosarioTijeras,SHOW,2016,Drama,MX,6.1,293.969
tm316731,BertKreischer:TheMachine,MOVIE,2016,Comedy,US,7.6,2.92
ts58068,InsidetheWorld'sToughestPrisons,SHOW,2016,Crime,GB,7.1,5.099
tm219276,Tallulah,MOVIE,2016,Drama,US,6.7,7.195
ts128895,MidnightDiner:TokyoStories,SHOW,2016,Drama,JP,8.4,11.357
tm244915,Baaghi,MOVIE,2016,Romance,IN,5.3,16.534
ts56032,LaNiña,SHOW,2016,Action,CO,8.4,23.759
tm238661,SpecialCorrespondents,MOVIE,2016,Comedy,CA,5.8,10.794
tm244381,Marauders,MOVIE,2016,Crime,CA,5.5,17.087
tm244134,Tramps,MOVIE,2016,Comedy,US,6.5,8.491
ts41253,LoveO2O,SHOW,2016,Drama,CN,7.9,27.228
ts41883,TheK2,SHOW,2016,Action,KR,7.8,27.411
ts42127,TheWindsors,SHOW,2016,Comedy,GB,7.1,4.763
tm238748,TheDarkness,MOVIE,2016,Thriller,US,4.5,14.347
ts53155,Crazyhead,SHOW,2016,Comedy,GB,7.2,6.442
tm139194,Ratchet&Clank,MOVIE,2016,Animation,CA,5.5,22.825
ts56748,T@gged,SHOW,2016,Drama,US,7.1,11.589
tm290444,Pandora,MOVIE,2016,Thriller,KR,6.6,27.496
tm253080,Rocco,MOVIE,2016,Documentation,FR,5.7,21.008
tm211302,FrontCover,MOVIE,2016,Drama,US,6.4,3.39
ts42260,ChelseaDoes,SHOW,2016,Documentation,US,7.3,3.273
tm123789,TheYoungMessiah,MOVIE,2016,History,US,5.6,22.159
ts42628,NetflixPresents:TheCharacters,SHOW,2016,Comedy,US,5.2,4.376
tm246870,Lavender,MOVIE,2016,Drama,US,5.3,11.319
ts54156,Chef'sTable:France,SHOW,2016,Documentation,US,8.2,4.096
ts39014,Kuromukuro,SHOW,2016,Comedy,JP,7.2,6.887
tm244513,Divines,MOVIE,2016,Drama,FR,7.4,9.632
tm245235,AliWong:BabyCobra,MOVIE,2016,Comedy,US,7.5,6.367
ts41948,HipHopEvolution,SHOW,2016,Documentation,CA,8.4,4.48
tm267135,TheDreamseller,MOVIE,2016,Drama,BR,6.0,11.071
ts51368,SkylandersAcademy,SHOW,2016,Action,US,6.5,14.848
ts42038,NoTomorrow,SHOW,2016,Comedy,US,7.1,7.687
ts42075,Intersection,SHOW,2016,Drama,TR,6.5,15.226
ts38805,BeatBugs,SHOW,2016,Family,AU,7.6,6.682
tm271070,TheWarriorsGate,MOVIE,2016,Action,CN,5.4,15.133
ts75829,LegoBionicle:TheJourneytoOne,SHOW,2016,Action,US,5.4,7.108
ts53106,TokyoTrial,SHOW,2016,Drama,JP,7.4,5.247
tm219173,TermLife,MOVIE,2016,Thriller,US,5.5,16.084
tm208903,FortheLoveofSpock,MOVIE,2016,Documentation,US,7.6,8.63
tm211510,Incarnate,MOVIE,2016,Horror,US,5.2,14.911
ts38512,Cooked,SHOW,2016,Documentation,US,7.6,3.188
tm232954,Audrie&Daisy,MOVIE,2016,Documentation,US,7.2,5.6
tm205870,MessagefromtheKing,MOVIE,2016,Thriller,FR,6.4,15.381
ts54100,WorldofWinx,SHOW,2016,Action,US,6.6,6.824
tm266628,LEGOJurassicWorld:TheIndominusEscape,MOVIE,2016,Family,US,6.5,20.853
ts38757,Kong:KingoftheApes,SHOW,2016,Animation,US,5.8,13.218
tm238681,KungFuPanda:SecretsoftheScroll,MOVIE,2016,Comedy,US,6.5,34.3
ts55559,AsktheStorybots,SHOW,2016,Animation,US,8.4,7.471
tm350971,TheLastHour,MOVIE,2017,Crime,PE,6.3,3.163
tm324124,"Oh,HelloonBroadway",MOVIE,2017,Comedy,US,7.7,4.878
tm518107,AlterEgo,MOVIE,2017,Drama,NG,5.7,0.6
tm139564,TheOutcasts,MOVIE,2017,Comedy,US,5.4,10.409
tm245383,TeAta,MOVIE,2017,Drama,US,7.4,4.665
tm327540,GnomeAlone,MOVIE,2017,Family,CA,5.6,15.668
ts82424,13ReasonsWhy:BeyondtheReasons,SHOW,2017,Documentation,US,6.2,11.431
tm348175,JeffDunham:RelativeDisaster,MOVIE,2017,Comedy,IE,6.4,3.065
ts76478,PrisonPlaybook,SHOW,2017,Comedy,KR,8.5,17.608
tm319477,RodneyKing,MOVIE,2017,Drama,US,5.8,3.055
tm320249,MariaBamford:OldBaby,MOVIE,2017,Comedy,US,6.1,2.146
tm270490,TheB-Side:ElsaDorfman'sPortraitPhotography,MOVIE,2017,Documentation,US,6.7,2.203
tm325102,PussinBook:TrappedinanEpicTale,MOVIE,2017,Comedy,US,6.5,26.998
tm313988,TheDeathandLifeofMarshaP.Johnson,MOVIE,2017,Documentation,US,7.2,6.792
ts75750,RevolutionaryLove,SHOW,2017,Comedy,KR,6.9,6.098
ts77545,Dope,SHOW,2017,Documentation,US,7.3,15.736
ts53166,Julie'sGreenroom,SHOW,2017,Comedy,US,8.2,2.76
tm314705,JoKoy:LivefromSeattle,MOVIE,2017,Comedy,US,7.2,4.003
tm357479,DayoftheDead:Bloodline,MOVIE,2017,Horror,US,3.4,19.869
tm279017,"MichaelBolton'sBig,SexyValentine'sDaySpecial",MOVIE,2017,Comedy,US,6.8,4.616
ts55232,Cyborg009:CallofJustice,SHOW,2017,Scifi,JP,5.7,4.999
tm285649,TheOttomanLieutenant,MOVIE,2017,War,TR,6.4,14.87
ts75718,NeoYokio,SHOW,2017,Action,US,5.9,4.138
tm313293,WhoseStreets?,MOVIE,2017,Documentation,US,5.5,2.526
tm351181,TurkishDanceSchool,MOVIE,2017,Comedy,TR,5.6,4.629
tm858471,TheBridge,MOVIE,2017,Drama,CA,5.6,0.6
tm260272,LittleEvil,MOVIE,2017,Horror,US,5.6,8.528
tm320727,"NormMacdonald:Hitler'sDog,Gossip&Trickery",MOVIE,2017,Comedy,US,7.4,4.588
tm233360,SandStorm,MOVIE,2017,Drama,IL,6.8,4.957
ts76603,Erased,SHOW,2017,Drama,JP,7.8,9.747
tm315865,Laerte-se,MOVIE,2017,Documentation,BR,7.0,3.27
tm327219,BuddyThunderstruck:TheMaybePile,MOVIE,2017,Comedy,US,6.5,1.926
ts76753,AKoreanOdyssey,SHOW,2017,Comedy,KR,8.0,29.703
tm353875,AlltheReasonstoForget,MOVIE,2017,Romance,BR,6.2,3.5
ts77755,PowerRangersNinjaSteel,SHOW,2017,Action,US,5.8,3.907
tm512751,InLine,MOVIE,2017,Drama,NG,6.1,0.925
tm300054,Orbiter9,MOVIE,2017,Drama,ES,5.9,18.497
tm349656,ASortofFamily,MOVIE,2017,Thriller,BR,6.3,3.64
tm313487,BendingtheArc,MOVIE,2017,Documentation,US,8.0,3.988
tm359713,ElCaminoChristmas,MOVIE,2017,Comedy,US,5.7,8.462
tm361770,CraigFerguson:TickleFight,MOVIE,2017,Comedy,US,6.6,3.105
ts57300,Marlon,SHOW,2017,Comedy,US,6.9,11.367
tm323602,ThePriceofSuccess,MOVIE,2017,Drama,FR,5.7,4.427
tm307612,StrongIsland,MOVIE,2017,Documentation,US,6.4,4.287
tm311789,TheMostHatedWomaninAmerica,MOVIE,2017,Drama,US,6.1,11.32
tm244300,Lommbock,MOVIE,2017,Comedy,DE,6.7,4.656
ts55627,Time:TheKaliefBrowderStory,SHOW,2017,Documentation,US,8.4,3.445
tm448479,Aya,MOVIE,2017,Drama,QA,6.5,1.737
tm301024,WeddingUnplanned,MOVIE,2017,Romance,FR,5.7,8.244
ts80059,Trump:AnAmericanDream,SHOW,2017,Documentation,GB,7.2,3.412
tm317491,Spyder,MOVIE,2017,Thriller,IN,6.3,3.35
tm366025,BlancheGardin:ITalktoMyself,MOVIE,2017,Comedy,FR,7.9,4.527
tm327053,TheKiller,MOVIE,2017,Western,BR,6.0,17.109
ts118696,RobotTrains,SHOW,2017,Animation,KR,6.2,1.4
tm247631,ClairObscur,MOVIE,2017,Drama,TR,6.5,2.392
tm299764,TheMotive,MOVIE,2017,Drama,ES,6.5,6.409
ts53399,EternalLove,SHOW,2017,Scifi,CN,8.3,20.099
tm357708,TheBros,MOVIE,2017,Comedy,KR,6.1,4.403
tm311902,JimNorton:MouthfulofShame,MOVIE,2017,Comedy,US,7.0,2.513
tm306811,CastingJonBenet,MOVIE,2017,Documentation,US,6.1,12.107
tm515157,PointBlank,MOVIE,2017,Action,US,5.7,12.985
ts78031,Ultraviolet,SHOW,2017,Drama,PL,6.9,5.351
tm311995,TheBattleshipIsland,MOVIE,2017,Drama,KR,7.1,27.413
tm348281,KingdomofUs,MOVIE,2017,Documentation,GB,6.9,2.832
tm370430,Liberated:TheNewSexualRevolution,MOVIE,2017,Documentation,US,6.0,4.198
tm285171,Clinical,MOVIE,2017,Thriller,US,5.1,8.524
tm324204,MonsterIsland,MOVIE,2017,Comedy,IN,4.7,9.182
tm1068348,Deranged,MOVIE,2017,Thriller,Country Unavailable,3.2,0.936
tm363088,RussellHoward:Recalibrate,MOVIE,2017,Comedy,GB,7.4,3.065
ts74962,TrueandtheRainbowKingdom,SHOW,2017,Animation,CA,7.2,7.851
tm322569,HasanMinhaj:HomecomingKing,MOVIE,2017,Comedy,US,8.2,5.657
ts116101,CrazyDelicious,SHOW,2017,Reality,GB,8.9,2.694
tm266702,TheClimb,MOVIE,2017,Comedy,FR,6.9,13.045
tm324806,Counterpunch,MOVIE,2017,Documentation,US,6.7,11.366
tm299771,GadGoneWild,MOVIE,2017,Comedy,FR,6.9,5.985
tm351201,IntheFamily,MOVIE,2017,Comedy,TR,7.7,6.241
tm311319,Manhunt,MOVIE,2017,Thriller,HK,5.2,11.686
ts54050,UltimateBeastmaster,SHOW,2017,Action,US,7.3,5.525
tm839847,WHATDIDJACKDO?,MOVIE,2017,Crime,US,6.5,5.246
tm319310,CIA:ComradeInAmerica,MOVIE,2017,Action,IN,6.4,2.548
